source_id,source_name,lat,lon,total_co2_emissions_2025,total_activity_2025,activity_units,emissions_factor_2025,emissions_factor_units,total_capacity_2025,capacity_units,capacity_factor_2025,year,source
1896986,Ambuja Cements Ambujanagar Cement Plant,20.83546887,70.69139671,1273605.133,2508825.239,t of cement,0.50765,t of CO2 per t of cement,5698677.296,t of cement,0.442425849,2025,Climate Trace
1896987,Ambuja Cements Suli/Rauri Cement Plant,31.25234766,76.92840684,2014444.614,3430768.967,t of cement,0.58717,t of CO2 per t of cement,6798422.038,t of cement,0.508039949,2025,Climate Trace
1896988,Ambuja Cements Rabriyawas Cement Plant,26.29894355,74.12614923,583006.6421,1148442.12,t of cement,0.50765,t of CO2 per t of cement,2599396.661,t of cement,0.440260734,2025,Climate Trace
1896989,Ambuja Cements Bhatapara Cement Plant,21.67250037,82.08468923,720807.554,1419890.779,t of cement,0.50765,t of CO2 per t of cement,3499187.814,t of cement,0.407663693,2025,Climate Trace
1896990,Ambuja Cements Maratha Cement Plant,19.70315296,79.21997338,997091.0135,1964130.826,t of cement,0.50765,t of CO2 per t of cement,4748897.747,t of cement,0.411884454,2025,Climate Trace
1897004,Malabar Cements Walayar Cement Plant,10.85005411,76.8352378,300913.4389,592757.6852,t of cement,0.50765,t of CO2 per t of cement,999767.9467,t of cement,0.594067453,2025,Climate Trace
1897006,Murli Industries Chandrapur Cement Plant,19.78823922,79.06462035,975241.8621,1660919.09,t of cement,0.58717,t of CO2 per t of cement,2999303.84,t of cement,0.552164692,2025,Climate Trace
1897007,NCL Industries Nalgonda Cement Plant,16.71712361,79.81870133,1355502.769,1725326.505,t of cement,0.78565,t of CO2 per t of cement,2599396.661,t of cement,0.663043886,2025,Climate Trace
1897009,NU Vista Risda Cement Plant,21.63191652,82.10890603,924650.0457,1361280.892,t of cement,0.67925,t of CO2 per t of cement,2999303.84,t of cement,0.451980589,2025,Climate Trace
1897011,Nuvoco Vistas Sonadih Cement Plant,21.73058749,82.21400841,207326.5991,353094.673,t of cement,0.58717,t of CO2 per t of cement,649849.1653,t of cement,0.543694011,2025,Climate Trace
1897012,Nuvoco Vistas Nimbol Cement Plant,26.33240348,73.84944894,854500.8553,1683248.016,t of cement,0.50765,t of CO2 per t of cement,2279470.918,t of cement,0.740118643,2025,Climate Trace
1897013,Nuvoco Vistas Chittor Cement Plant,24.71390868,74.67030944,558463.0278,1100094.608,t of cement,0.50765,t of CO2 per t of cement,2099512.688,t of cement,0.526656035,2025,Climate Trace
1897020,Orient Cement Devapur Cement Plant,19.0338972,79.34837873,565511.2679,832552.4739,t of cement,0.67925,t of CO2 per t of cement,3499187.814,t of cement,0.236702361,2025,Climate Trace
1897023,Penna Cement Industries Talaricheruvu Cement Plant,14.95178228,78.07595696,643028.6951,818467.123,t of cement,0.78565,t of CO2 per t of cement,1799582.304,t of cement,0.455219043,2025,Climate Trace
1897024,Penna Cement Industries Tandur Cement Plant,17.2958591,77.50487958,1063888.32,1354150.474,t of cement,0.78565,t of CO2 per t of cement,1999535.893,t of cement,0.678172266,2025,Climate Trace
1897026,Penna Cement Industries Ganeshpahad Cement Plant,16.71688426,79.69339598,598294.5082,761528.0446,t of cement,0.78565,t of CO2 per t of cement,1199721.536,t of cement,0.632261706,2025,Climate Trace
1897029,Rain Cements Boincheruvupalli Cement Plant,15.22152921,77.93172779,1221237.579,1554429.553,t of cement,0.78565,t of CO2 per t of cement,2794351.411,t of cement,0.556600345,2025,Climate Trace
1897030,Rain Cements Ramapuram Cement Plant,16.84415224,79.98685646,810079.107,1031094.135,t of cement,0.78565,t of CO2 per t of cement,1499651.92,t of cement,0.688353208,2025,Climate Trace
1897034,Ramco Cements Alathiyur Cement Plant,11.36292123,79.22825948,1544518.043,2273857.995,t of cement,0.67925,t of CO2 per t of cement,3049292.237,t of cement,0.746499201,2025,Climate Trace
1897035,Ramco Cements Ramasamyraja Nagar Cement Plant,9.4562137,77.92663336,1429057.464,2103875.545,t of cement,0.67925,t of CO2 per t of cement,2999303.84,t of cement,0.70259578,2025,Climate Trace
1897040,Sagar Cements Mattampally Cement Plant,16.76570075,79.86217928,1498436.26,1907256.742,t of cement,0.78565,t of CO2 per t of cement,2999303.84,t of cement,0.638491568,2025,Climate Trace
1897043,Shree Cement Beawar Cement Plant,26.08122473,74.38130259,1407599.984,2772776.487,t of cement,0.50765,t of CO2 per t of cement,3599164.608,t of cement,0.771585878,2025,Climate Trace
1897044,Shree Cement Kodla Cement Plant,17.04212953,77.22140575,1199951.469,2363737.751,t of cement,0.50765,t of CO2 per t of cement,3999071.787,t of cement,0.592718816,2025,Climate Trace
1897045,Shree Cement Ras Cement Plant,26.26818436,74.18865063,1395113.577,2748180,t of cement,0.50765,t of CO2 per t of cement,4398978.965,t of cement,0.623098517,2025,Climate Trace
1897046,Shree Cement Raipur Cement Plant,21.60268303,82.04293441,846983.3589,1668439.592,t of cement,0.50765,t of CO2 per t of cement,2999303.84,t of cement,0.556600345,2025,Climate Trace
